 ,TCGA-A3-3308-01A-01T-0860-13,TCGA-A3-3311-01A-01T-0860-13,TCGA-A3-3313-01A-01T-0860-13,TCGA-A3-3316-01A-01T-0860-13,TCGA-A3-3317-01A-01T-0860-13,TCGA-A3-3319-01A-01T-0860-13,TCGA-A3-3320-01A-01T-0860-13,TCGA-A3-3322-01A-01T-0860-13,TCGA-A3-3323-01A-01T-0860-13,TCGA-A3-3324-01A-01T-0860-13,TCGA-A3-3331-01A-01T-0860-13,TCGA-A3-3347-01A-02R-1324-13,TCGA-A3-3349-01A-01T-1187-13,TCGA-A3-3351-01A-02R-1324-13,TCGA-A3-3362-01A-02R-1324-13,TCGA-A3-3363-01A-01T-0860-13,TCGA-A3-3365-01A-01T-0860-13,TCGA-A3-3372-01A-01T-0860-13,TCGA-A3-3374-01A-01T-0860-13,TCGA-A3-3378-01A-01T-0860-13,TCGA-A3-3380-01A-01T-0860-13,TCGA-A3-3382-01A-01T-0860-13,TCGA-AK-3427-01A-01T-0860-13,TCGA-AK-3429-01A-02R-1324-13,TCGA-AK-3436-01A-02R-1324-13,TCGA-AK-3440-01A-02R-1276-13,TCGA-AK-3443-01A-01T-0860-13,TCGA-AK-3451-01A-02T-1187-13,TCGA-AK-3455-01A-01T-0860-13,TCGA-AK-3456-01A-02R-1324-13,TCGA-AK-3465-01A-02R-1324-13,TCGA-AS-3777-01A-01T-0860-13,TCGA-B0-4838-01A-01R-1304-13,TCGA-B0-4839-01A-01R-1304-13,TCGA-B0-5077-01A-01R-1333-13,TCGA-B0-5081-01A-01R-1333-13,TCGA-B2-3923-01A-02R-1324-13,TCGA-B2-3924-01A-02R-1324-13,TCGA-B2-4098-01A-02R-1324-13,TCGA-B2-4099-01A-02T-1187-13,TCGA-B2-4102-01A-02R-1324-13,TCGA-B8-4143-01A-01T-1187-13,TCGA-B8-4148-01A-02R-1324-13,TCGA-B8-4151-01A-01T-1187-13,TCGA-B8-4154-01A-01T-1187-13,TCGA-B8-4619-01A-01R-1187-13,TCGA-B8-4620-01A-01R-1187-13,TCGA-BP-4158-01A-02R-1288-13,TCGA-BP-4159-01A-02R-1288-13,TCGA-BP-4160-01A-02R-1288-13,TCGA-BP-4161-01A-02R-1324-13,TCGA-BP-4162-01A-02R-1324-13,TCGA-BP-4163-01A-02R-1324-13,TCGA-BP-4164-01A-02R-1324-13,TCGA-BP-4165-01A-02R-1288-13,TCGA-BP-4166-01A-02R-1288-13,TCGA-BP-4167-01A-02R-1324-13,TCGA-BP-4169-01A-02R-1288-13,TCGA-BP-4174-01A-02R-1288-13,TCGA-BP-4176-01A-02R-1288-13,TCGA-BP-4325-01A-02R-1288-13,TCGA-BP-4326-01A-01R-1288-13,TCGA-BP-4327-01A-01R-1288-13,TCGA-BP-4329-01A-02R-1288-13,TCGA-BP-4330-01A-01R-1288-13,TCGA-BP-4332-01A-01R-1288-13,TCGA-BP-4334-01A-01R-1288-13,TCGA-BP-4335-01A-01R-1288-13,TCGA-BP-4337-01A-01R-1288-13,TCGA-BP-4338-01A-01R-1288-13,TCGA-BP-4341-01A-01R-1288-13,TCGA-BP-4342-01A-01R-1288-13,TCGA-BP-4343-01A-02R-1288-13,TCGA-BP-4344-01A-01R-1288-13,TCGA-BP-4345-01A-01R-1288-13,TCGA-BP-4346-01A-01R-1288-13,TCGA-BP-4347-01A-01R-1288-13,TCGA-BP-4351-01A-01R-1288-13,TCGA-BP-4352-01A-01R-1288-13,TCGA-BP-4353-01A-02R-1288-13,TCGA-BP-4354-01A-02R-1288-13,TCGA-BP-4355-01A-01R-1288-13,TCGA-BP-4756-01A-01R-1288-13,TCGA-BP-4758-01A-01R-1288-13,TCGA-BP-4762-01A-02R-1288-13,TCGA-BP-4763-01A-01R-1288-13,TCGA-BP-4765-01A-01R-1288-13,TCGA-BP-4766-01A-01R-1288-13,TCGA-BP-4768-01A-01R-1288-13,TCGA-BP-4769-01A-01R-1288-13,TCGA-BP-4775-01A-01R-1288-13,TCGA-BP-4777-01A-01R-1288-13,TCGA-BP-4781-01A-01R-1304-13,TCGA-BP-4798-01A-01R-1304-13,TCGA-BP-4799-01A-01R-1304-13,TCGA-BP-4803-01A-01R-1304-13,TCGA-BP-4962-01A-01R-1333-13,TCGA-BP-4963-01A-01R-1333-13,TCGA-BP-4972-01A-01R-1333-13,TCGA-BP-4983-01A-01R-1333-13,TCGA-BP-4991-01A-01R-1333-13,TCGA-BP-5004-01A-01R-1333-13,TCGA-CJ-4634-01A-01R-1187-13,TCGA-CJ-4636-01A-01R-1187-13,TCGA-CJ-4637-01A-01R-1187-13,TCGA-CJ-4638-01A-01R-1187-13,TCGA-CJ-4639-01A-01R-1187-13,TCGA-CJ-4640-01A-01R-1187-13,TCGA-CJ-4641-01A-01R-1187-13,TCGA-CJ-4643-01A-01R-1187-13,TCGA-CJ-4644-01A-01R-1187-13,TCGA-CJ-4871-01A-01R-1304-13,TCGA-CJ-4872-01A-01R-1304-13,TCGA-CJ-4873-01A-01R-1304-13,TCGA-CJ-4884-01A-01R-1304-13,TCGA-CJ-4885-01A-01R-1304-13,TCGA-CJ-4886-01A-01R-1304-13,TCGA-CJ-4892-01A-01R-1304-13,TCGA-CJ-4893-01A-01R-1304-13,TCGA-CJ-4894-01A-01R-1304-13,TCGA-CZ-4861-01A-01R-1304-13,TCGA-CZ-4862-01A-01R-1304-13
hsa-mir-141,-0.20385,-0.221958,-0.199751,-0.215747,-0.188538,-0.203424,-0.228643,-0.190776,-0.210941,-0.222451,-0.231214,-0.196478,-0.216332,-0.218877,-0.168936,-0.210142,-0.150557,-0.232055,6.37778,-0.182584,-0.225643,-0.215419,-0.231114,-0.224173,-0.227099,-0.230619,1.269116,-0.22086,-0.205224,-0.227572,3.892652,3.89729,-0.219346,-0.229145,-0.21479,-0.172211,5.660279,-0.220484,-0.215067,-0.233073,-0.215666,-0.225238,-0.210305,-0.228494,-0.216044,0.058821,-0.224695,-0.225583,-0.223119,-0.219301,-0.196927,-0.211378,-0.178237,-0.217051,-0.223175,-0.224088,-0.219912,-0.209761,-0.217178,-0.21675,-0.223139,-0.225147,-0.216882,-0.197172,-0.209955,-0.227945,3.467767,-0.196179,-0.224981,-0.199896,-0.210675,-0.207061,-0.223799,-0.22403,-0.222141,-0.217961,-0.227144,-0.214747,-0.209681,-0.21368,-0.209186,-0.230498,-0.225105,-0.217623,-0.175507,-0.168391,-0.213968,-0.222645,-0.230085,-0.203858,-0.19555,-0.221207,-0.225924,-0.220787,-0.229674,-0.22588,-0.204141,-0.198905,-0.213855,-0.139362,-0.208328,-0.205093,-0.222616,-0.224651,-0.224321,-0.203645,-0.224062,-0.217347,-0.210775,-0.230336,-0.22512,-0.22508,-0.217969,-0.222323,-0.21486,-0.229579,-0.223964,-0.220614,-0.223572,-0.219675,-0.224874,-0.232541
hsa-mir-142,0.300815,-0.385301,-0.064184,-0.245274,0.348298,0.506078,-0.807052,-0.42525,-0.206564,0.676334,-0.510854,0.959368,-0.656868,1.213048,-0.739158,-0.836768,-0.129764,-0.481592,-0.488493,2.88868,-0.307425,-0.226502,-1.230183,1.079207,-0.335141,-1.115649,-1.27247,-0.424248,1.197898,0.130946,-0.822328,-0.33619,1.110505,-0.704868,-0.253469,1.958398,-1.031194,0.63872,0.610347,-0.148864,0.55117,0.842295,1.494058,-0.972925,-0.608432,-1.029201,-0.668843,-0.814159,-0.664397,1.337502,1.172481,0.684269,-0.363655,-0.954961,-0.699207,-0.74601,1.09876,-0.441133,0.272689,0.569497,0.095282,-1.003714,-0.632182,-0.792606,0.192996,-0.540893,-1.150136,-0.276612,-0.036947,-0.579072,-0.997475,-0.843984,-0.03931,-0.324583,0.299832,1.860706,-0.832157,-0.824528,-0.874949,0.314565,2.3149,-1.040681,-0.559753,-0.2572,-0.738741,-0.273705,-0.762769,-0.681663,-0.733257,-1.234343,-0.743292,1.99542,-0.682328,2.055689,0.970942,-0.642385,-0.014911,-0.219039,-0.9025,2.774058,-0.95186,-0.593702,-0.290329,-0.008428,3.625974,-0.518783,-0.302348,1.341009,3.058426,-0.606705,-0.073923,-0.505394,-0.359576,0.523306,0.625039,-0.946126,-0.413193,0.366661,-0.330199,0.764437,0.080188,2.384068
hsa-mir-143,2.489295,1.189552,-0.15568,0.432195,1.899931,-0.264309,0.348025,1.668373,0.452723,0.30621,-0.510701,1.345489,4.081761,0.430655,1.152936,-1.476007,1.566675,0.69044,-0.880392,0.075053,1.101543,-0.841323,-0.72008,0.405756,-0.023015,-1.258114,-1.293995,0.549742,-0.06136,-1.513202,0.809698,-0.981727,-0.392429,-1.095678,-0.743057,-0.324814,1.400166,0.528616,-1.413618,0.619676,-0.095187,0.386588,0.74234,-0.544747,-0.101244,-0.532211,0.325754,-0.207362,0.834334,0.600212,-0.551656,0.024276,0.436654,0.137975,-0.029901,0.40849,2.634676,1.879039,-1.152891,-0.442117,-0.974389,-1.010223,-1.103745,-0.058059,-0.330687,0.739159,-1.419046,-0.480909,0.758533,-1.445125,-0.966005,-0.903988,1.215972,1.095071,0.488961,-0.633471,-0.439314,-0.498707,-1.509129,-0.667373,-0.43406,0.77603,-1.601322,-0.13442,0.176619,0.405043,0.088792,-0.473357,-1.228341,2.025918,-0.587089,-0.614009,-1.216296,-0.65579,1.698479,-0.944009,0.417955,-0.880482,-0.162431,-1.437991,-0.801693,-0.419799,0.492204,1.704544,-0.53409,0.051681,0.064805,1.353779,0.664044,1.12127,0.394807,-0.027484,0.382871,-1.27477,-0.833438,-0.771626,-0.191903,0.114988,-0.871876,-0.370521,-0.999142,-0.673455
hsa-mir-144,-0.421703,-0.576709,-0.065867,-0.117714,0.065931,-0.366378,-0.41414,0.055941,-0.539238,0.536492,-0.496665,-0.588368,-0.535795,-0.594085,-0.167952,-0.63177,0.453014,-0.523566,-0.267849,-0.386732,-0.409036,-0.080658,-0.465736,-0.386834,-0.621828,-0.226575,-0.55063,-0.221528,-0.156207,1.710036,-0.508021,2.951946,-0.557073,-0.449124,4.41014,-0.57241,0.172701,0.136715,0.50995,0.163005,-0.371537,-0.452891,-0.540492,-0.534724,-0.180907,-0.561159,1.159931,-0.447826,-0.477339,1.083384,-0.459578,-0.360681,-0.629888,-0.625119,-0.533171,-0.201784,-0.315384,-0.519317,3.458349,1.406246,-0.474114,-0.374863,-0.415022,-0.60885,-0.558591,1.84653,-0.23874,-0.366133,-0.491059,0.581692,-0.051678,0.255223,-0.607636,1.044542,-0.624093,-0.603359,-0.548857,-0.551826,-0.670488,4.15005,-0.598872,-0.550936,1.124045,-0.489047,-0.394428,-0.353271,0.683951,-0.040225,-0.248471,-0.66951,-0.317394,1.668858,0.483377,-0.668603,1.49573,-0.547492,0.036538,-0.201637,-0.111706,-0.635398,-0.125126,1.541809,4.789273,0.275763,-0.577669,-0.314116,-0.469429,-0.031972,-0.493232,-0.443258,-0.618113,-0.200186,-0.451069,0.007666,-0.100518,-0.560526,-0.279234,-0.319191,-0.41792,0.278107,-0.621768,-0.389321
hsa-mir-145,0.851323,-0.824902,-0.254074,0.321928,1.592378,-0.872612,-0.404304,-0.305556,-0.402413,-0.511997,-0.684701,0.020835,4.306129,-0.630844,0.315091,-1.324177,0.94534,-0.120656,-0.956693,-0.803029,0.502686,-0.977034,-0.811638,-0.315019,-0.778098,-1.141581,-1.201405,-0.88881,-0.466879,-1.346245,-0.287252,-1.007351,-0.57307,-0.609587,0.888594,0.409087,-0.813278,-0.638449,-1.199944,-0.685039,-0.461189,-1.048282,-0.321209,-0.997114,-0.870737,-1.036434,-0.379172,-0.031847,1.066957,0.545439,-0.817638,-0.450373,0.225954,-0.49183,0.849481,1.547184,0.505803,0.798438,-0.753253,-0.284279,-0.856872,-0.703169,-0.585734,-0.152183,0.608841,0.937769,-1.243715,-0.249938,1.377624,-1.115068,0.093253,-0.542081,0.648946,2.69617,2.0555,-0.129533,0.420582,1.25073,-0.730681,-0.468794,-0.384455,1.749948,-1.231881,-0.227106,1.93614,1.873526,1.314512,-0.118193,-0.74346,2.566149,1.008157,0.082141,-0.633861,-0.574359,0.765112,-0.363854,3.486318,0.250702,1.069549,-0.806186,-0.045685,1.123973,-0.436974,0.343573,-0.847828,-0.336041,-0.390199,0.325614,-0.391404,-0.26647,-0.274367,0.481287,0.790526,-0.838836,-0.267015,-0.196275,0.682854,0.910675,-0.211343,0.824763,-0.804207,-0.419822
hsa-mir-1468,-0.394637,-0.273959,-0.529032,-0.612787,-1.027678,-1.305352,-0.010946,2.578333,-0.771483,0.30809,-0.198517,-1.038059,-0.542665,-0.069934,-0.162589,-0.818046,-0.480613,-0.249062,1.290812,-0.995459,-0.413501,-0.730216,1.25002,0.224712,-0.078325,0.840339,1.184947,-0.591978,-0.176247,-0.390788,3.467623,-0.849245,0.713208,0.026179,-0.360313,-0.600568,-0.004159,2.576301,2.07253,1.373985,-0.786856,-0.801064,0.519402,1.328532,0.296353,5.299482,0.280164,0.733982,0.722988,-0.588934,-0.326986,0.322766,-1.042684,0.760269,1.331205,1.695715,-0.796769,-0.074641,0.53354,-0.822819,1.279081,-0.386294,-0.246269,1.997901,-0.404231,0.408195,1.039872,0.937921,-0.887983,-0.120287,1.302504,-0.350057,-0.775777,0.162787,-0.911495,-0.664826,-0.543132,-0.790636,-0.041533,-0.720912,-1.222257,0.310986,0.37799,-0.500457,-0.81915,-0.166825,-0.491311,1.319172,-0.267003,-0.869172,1.169879,-0.096102,0.18289,-0.004117,-0.314073,-0.655495,-1.157156,-0.640088,-0.369817,-0.356749,-0.497735,-0.618172,0.024032,-0.946639,-0.740149,-0.579126,-0.20914,-1.048272,-0.755085,-0.669367,1.534652,-0.48175,-0.162823,-0.687575,-0.710249,0.345913,-0.428279,-0.775317,-0.536652,-0.285287,0.248822,-0.552342
hsa-mir-146a,-1.040385,-0.951305,3.669075,-0.639801,-0.371604,-0.977871,-0.691593,-0.689139,-1.112295,0.626611,-0.281073,-0.419915,-0.478023,-0.34309,1.027867,0.759135,-0.782037,-1.133271,0.519808,-0.742015,-0.299101,-0.968462,-1.352857,0.996785,-0.452762,-1.255498,-1.366683,-1.110113,0.654669,1.27027,-0.769019,-1.110548,0.881513,-0.937979,-0.677981,1.655651,-1.044333,0.744401,1.467468,0.016826,-0.470968,-0.064827,1.281356,-0.55629,-0.416245,-0.969262,-0.430738,-0.898897,-0.645848,0.224755,0.210866,0.251594,-0.867859,0.437326,-0.690325,0.017056,-0.450842,-0.643223,-0.043769,0.452526,-0.677467,-1.191583,-0.088433,-0.135388,0.399832,-0.896522,-1.184565,-0.014463,-0.30632,1.274425,0.721938,4.084808,-0.505154,0.24734,-0.007949,1.291174,-0.656484,-0.849327,0.861286,-0.508659,0.492872,-0.368752,1.871749,-0.226914,0.303761,-0.62281,0.097186,-0.322454,-0.76868,-1.037991,1.78295,0.769888,-0.513637,0.705867,0.485031,-1.095937,0.22389,-0.713871,-0.16539,3.369513,-0.490588,-0.043788,-0.298591,-0.589848,2.145258,-0.48702,-0.479043,1.255386,2.086539,-0.499602,0.832736,-0.268094,0.184012,-0.01314,0.184289,-0.548837,-0.264486,-0.248063,-0.027535,0.942301,1.763241,0.7224
hsa-mir-146b,-0.021495,-0.353296,-0.308444,3.390947,0.062121,2.738794,-0.578209,-0.166931,-0.186192,-0.13144,-0.543305,0.635927,-0.57186,-0.536466,-0.515129,-0.150937,-0.595475,-0.512192,-0.526024,-0.269202,-0.423802,-0.004147,-0.651697,-0.115842,2.202333,-0.634403,-0.664625,-0.508311,-0.138766,-0.051872,-0.521141,-0.379096,-0.146526,-0.090458,7.673968,1.178298,-0.624366,0.067027,-0.341738,-0.316068,-0.259443,-0.363648,-0.324128,-0.628882,-0.513079,-0.535626,-0.021831,-0.464335,-0.38775,0.113773,0.128659,0.153734,-0.477469,-0.528915,-0.611492,-0.483337,0.254072,-0.429406,1.328159,0.293546,-0.569291,-0.472598,-0.171633,-0.582313,-0.078037,-0.524711,-0.655082,-0.53405,-0.409878,1.54497,-0.543312,-0.306194,0.111977,-0.549366,0.071439,-0.347161,-0.14517,0.971217,1.271362,-0.137657,0.603435,-0.540568,-0.550408,-0.577059,0.121277,0.864719,-0.409911,-0.583649,-0.225021,-0.537365,0.599453,0.334601,1.779744,-0.228578,-0.016663,0.1292,0.241928,0.572601,-0.112858,3.043608,-0.266315,0.554247,-0.587051,-0.400188,-0.242452,-0.472447,-0.487067,-0.208177,-0.214147,-0.591809,-0.220057,0.069538,-0.395406,0.024824,-0.3937,-0.620429,-0.045253,-0.190267,-0.42535,-0.017046,0.049709,0.013284
hsa-mir-148a,-0.446923,0.629474,-0.971604,2.57956,1.685434,2.031234,0.617688,-0.075911,-0.812006,1.390434,0.536562,0.188707,-1.349064,-0.206398,-0.760042,-1.673517,-0.89286,0.888966,-0.759373,1.04339,0.580991,-0.223909,-0.662536,-0.868248,1.11639,0.613401,-0.365953,-1.04496,1.145054,-0.229079,-0.982931,2.718566,2.284171,-0.116713,-0.198998,1.627838,-0.782197,-0.346905,0.214346,0.00185,-0.394375,-0.890024,-0.866773,0.152701,-0.286645,-0.301632,-0.087425,-0.958571,-1.042238,-0.395272,1.301327,0.988338,-0.782979,0.189182,-0.865142,-0.468703,-0.536971,-0.970971,3.15616,0.472934,0.246708,-0.25333,-0.758473,-0.242208,0.186281,-1.018869,-0.42332,1.288405,0.345641,0.083898,-0.635221,0.378169,-0.931793,-0.7025,-0.025692,-0.506761,-0.61443,0.796808,-1.284613,-0.722358,-0.591084,-0.963773,0.536297,-0.581823,-1.182233,0.136631,-1.078905,0.963392,-0.349457,-1.364216,-0.264731,-0.453392,0.57556,3.687936,-0.95646,0.247386,-0.319352,0.499787,-0.942622,0.719605,-0.915978,0.177628,-0.792009,0.685011,0.977622,-0.643123,-0.024136,-1.050321,-1.074559,-0.412006,0.716013,1.24855,-0.047207,0.742288,1.960914,-0.079763,-0.173726,-0.462221,2.029862,0.19634,-0.905774,-1.215145
hsa-mir-148b,0.813013,1.428911,0.833965,0.958121,2.635489,4.692505,0.023619,1.115743,-0.511683,3.285439,1.856814,0.232266,-1.337083,-0.276058,-0.240678,0.27956,-0.290195,-0.165916,0.052115,1.0123,0.955173,1.054444,-0.368516,0.383025,-0.541683,-1.194246,-1.161515,-0.214319,3.33383,-0.246684,-1.29801,2.003202,1.041155,-0.522439,-0.603921,-0.213198,-1.313587,-0.102996,-1.228519,-0.614345,0.045106,-0.843464,0.528831,0.495461,-0.019,-1.54914,-1.272712,-0.451008,-0.744103,0.08008,-0.264416,0.248587,-0.639472,-0.529344,0.075853,-0.830876,-0.358707,-0.97197,-0.330655,-0.41843,1.326369,0.701655,0.209726,-0.148347,0.176124,-1.020588,-0.739413,-0.253374,-0.685085,1.393261,-0.632537,-0.053513,-0.756924,-0.615155,-0.680217,1.407618,0.115059,-0.478937,0.890998,-0.765087,0.462354,-0.85554,0.222821,0.182317,-1.060393,-0.825871,-0.958241,1.486805,0.088602,-1.43341,-0.767729,0.464443,0.085085,0.680074,-0.978272,-0.430146,-0.032925,-0.323373,-0.751195,0.082062,-0.68393,-0.538564,-0.588203,0.146699,-0.096985,0.007023,0.202023,-0.86933,-0.075721,-0.58309,0.369281,-0.33958,-0.589631,0.637169,2.287381,-0.625147,-0.641536,0.560942,0.140138,-0.283895,-0.638835,-0.321025
hsa-mir-149,1.550701,-0.688814,0.988052,3.806116,1.019945,-0.860397,-0.188148,0.346683,-0.502869,-0.37394,-0.594692,0.442258,1.508851,-0.518635,-0.334206,-0.274562,-0.216396,0.058552,-0.092206,-0.745656,-0.137247,3.547058,-0.625943,-0.570946,-0.078401,-0.685529,-0.625679,-0.421686,-0.66598,-0.093406,-0.248217,-0.752753,-0.68589,-0.237846,-0.042017,-0.658778,-0.72444,-0.926495,1.020153,-0.850589,-0.515619,-0.124647,-0.796912,-0.787676,-0.879391,-0.594547,-0.964171,-0.344471,-0.317691,-0.351477,-0.851523,-0.355332,0.363237,-0.553745,0.06298,0.4097,-0.125479,0.146387,-0.651958,-0.015916,-0.783226,-0.013938,0.253887,-0.441072,-0.58255,-0.617347,0.085754,-0.189491,-0.168127,2.173243,-0.257344,-0.15337,-0.50643,-0.01304,0.541711,-0.537701,-0.751874,1.04597,3.880303,-0.06199,1.666539,-0.104143,1.318745,-0.593767,-0.009553,4.964093,-0.568035,1.507922,0.152097,1.168193,0.465753,-0.305454,0.288617,-0.365489,1.950341,-0.094593,0.301163,-0.691141,-0.62721,0.53862,-0.879844,-0.5773,-0.329012,-0.227147,-0.753864,1.296085,-0.841446,-0.732417,0.214777,-0.808058,-0.338758,-0.475991,-0.579015,0.695447,0.292031,-0.687015,-0.218242,-0.068719,-0.733251,-0.545006,0.539602,-0.726681
hsa-mir-150,0.560767,-0.545924,-0.622333,-0.529449,0.118603,-0.482903,-0.163222,0.064317,-0.279121,-0.117475,-0.406854,1.266144,-0.763665,0.139608,-0.28714,-1.045052,0.929306,-0.29498,-0.756957,0.037405,0.482445,-0.466832,-1.159261,0.931287,-0.280963,-1.163299,-1.142218,0.018697,0.566661,-0.143268,0.059434,-0.610084,-0.173286,-0.357094,-0.552386,5.073424,-0.978637,0.007587,0.608768,-0.810407,0.611373,-0.120218,0.806977,-1.058055,-0.713246,-0.472772,-1.008683,-0.731135,-0.385555,0.737692,0.53855,0.152004,-0.004493,-0.922828,-0.101218,-0.137195,1.720868,1.399595,-0.351401,1.252325,-0.348635,-0.913428,-0.55216,-0.46403,0.276946,-0.288412,-1.120378,-0.563,0.914806,-0.875212,-0.767089,-0.466187,0.736832,-0.229398,0.546417,1.872097,-0.602639,-0.67523,-1.083786,0.096774,0.05285,-0.582386,-0.927029,-0.107759,0.14625,-0.187255,-0.561252,-0.616169,-0.826734,-0.846881,0.04414,3.141768,-0.999127,0.796547,1.197177,-0.606855,1.049698,-0.195326,-0.305254,1.400452,-0.632564,0.035699,-0.709842,-0.550934,1.698062,-0.495126,-0.334306,0.579045,4.068288,-0.449619,-0.432659,-0.631438,0.092108,-0.062971,0.743541,-0.933034,0.445417,-0.098556,0.121513,0.303667,-0.695398,3.433737
hsa-mir-151,3.575892,0.181754,2.263467,0.869621,-0.030861,-0.350902,0.247904,-0.171184,0.200557,0.35233,-0.071104,-0.457388,2.493781,0.079125,1.09016,-1.779019,-0.241625,-1.264773,-0.970352,-0.794456,1.552896,-0.377966,-1.14822,0.311962,-0.267377,-2.205907,-1.052814,0.255804,-0.450549,1.15802,0.521857,-1.902384,-0.387891,-0.436989,-0.787249,-0.831197,1.142223,0.513824,-0.427882,0.501976,-0.262593,-0.591178,1.901035,2.468961,1.181651,-0.617367,-0.67845,-0.231973,0.488818,-0.091276,0.042424,0.029728,-0.493267,0.860325,0.259561,1.324223,-0.091468,0.027545,-0.179595,-0.25962,2.002061,-0.843382,0.36637,0.13572,-0.780887,0.722917,0.623404,-0.122156,-0.198476,0.296331,-0.802485,-0.571738,-1.230059,0.819918,0.072722,-0.315028,-1.273023,-0.145913,1.214507,0.245849,-0.167654,0.901513,0.654293,0.413019,-0.433891,-0.362555,0.011094,2.537479,-0.334886,-1.229972,-0.848236,0.163294,-0.779916,0.850826,0.370081,-0.001256,-1.529167,-1.339382,-0.973471,-1.061079,-0.857117,-1.364195,2.796189,-0.242503,-0.883608,1.347936,0.498615,-0.462327,-0.310624,0.429831,1.153774,0.292256,-0.412253,-1.588293,-0.040835,-1.357973,-0.401599,-0.265324,0.343024,0.494031,-0.884347,-1.333994
hsa-mir-152,1.778608,2.238049,4.691676,-0.073311,1.003141,3.473413,-0.146925,-0.513322,1.117803,-0.736577,-0.878448,2.285322,0.26213,-0.233013,0.06603,0.74781,1.002827,-0.897546,-0.811375,1.322994,1.06487,-0.361564,1.044558,0.494134,-0.297381,-1.145112,-1.106227,-0.931189,2.036507,-0.36831,-0.470149,0.50038,0.26991,0.009856,-0.305965,0.235749,-0.919561,-1.302716,-0.20502,0.109061,0.848574,0.017732,-1.038756,-1.346631,-1.126608,0.704866,0.595089,-1.414381,-0.333287,0.000819,0.443016,0.023405,-0.486968,-1.448282,-1.278228,-0.609558,0.96133,-0.62953,0.185882,-0.277574,-1.040598,0.373818,1.030325,-0.844501,-0.703702,0.057012,-1.217765,-1.162629,-0.22891,-0.2897,-0.907238,-1.354209,-0.517736,0.23126,0.480379,-1.124221,0.018329,-0.18106,1.096426,-0.20004,1.249078,-0.305966,1.917009,-0.7883,-0.502565,0.190531,-0.283824,-0.721687,2.198527,-0.235384,-0.799367,0.276775,1.51775,-0.232371,-0.978004,0.134536,-0.529729,-0.484125,-0.398104,-0.038964,-0.192761,0.284308,-0.492944,0.231741,-0.190679,0.2767,-0.464185,1.099099,-0.574152,-0.678835,1.324094,-0.180803,-0.044959,0.181971,-1.286661,-0.664691,-0.549043,-0.280209,0.257054,0.591027,-1.447461,0.258307
hsa-mir-153-2,3.774313,-0.672765,0.19711,1.550946,0.75223,1.005622,-0.374571,-0.061782,0.328048,-0.279834,-0.511047,1.180248,3.184982,0.662832,-0.249293,-1.013776,0.248112,-0.053894,-0.666179,0.28656,1.421998,-0.702877,-0.177323,-0.398219,-0.005957,-0.928281,-0.626427,-0.619131,1.370038,-0.570658,-0.361841,-0.308607,-0.80853,-0.165382,-0.61259,0.125805,-0.813231,-0.321518,-0.904278,-0.66688,-0.86981,-0.351229,-0.264311,-0.88656,-0.700206,-0.030197,1.228194,-0.606713,0.485405,-0.336978,-0.232802,-0.581045,-0.254821,-0.700409,-0.745738,2.035446,0.13329,0.444781,-0.89394,-0.298648,-0.450694,-0.431536,-0.671946,-0.484639,-0.834354,0.030191,-0.756554,-0.375837,-0.01807,3.166161,-0.860211,-0.393286,-0.155021,0.200546,1.002335,0.11812,-0.290483,1.503654,-0.642849,-0.177229,5.712805,0.732681,-0.102397,-0.605389,-0.602139,0.516729,-0.17186,-0.6868,-0.619843,-0.525854,-0.672694,0.153288,-0.628522,1.387206,1.687228,-0.354281,-0.975463,-0.676138,-0.638076,0.348087,0.14471,-0.467298,-0.417297,-0.502847,0.705049,-0.432636,-0.399847,-0.674173,0.401485,-0.264338,-0.830625,1.801033,0.10389,-0.860568,-0.113909,0.334268,-0.170816,-0.390943,-0.47836,-0.370419,0.273157,0.065939
hsa-mir-154,6.717064,-0.141165,0.985418,2.43618,-0.835126,0.202359,-0.193958,1.879942,-0.597075,-0.390853,0.757745,2.153714,0.733147,-0.835126,0.334617,-0.835126,1.918989,-0.575089,-0.835126,-0.835126,0.141135,-0.020363,-0.835126,-0.731448,-0.428294,-0.835126,-0.582186,0.263494,-0.835126,-0.454725,0.223478,-0.082819,-0.695148,0.627553,-0.713534,0.976637,-0.835126,-0.693981,-0.526878,-0.835126,-0.207909,1.003496,-0.835126,-0.670668,-0.015689,0.492705,-0.294024,-0.015942,-0.709305,1.309047,-0.835126,-0.835126,-0.343212,-0.686202,1.327275,-0.260153,-0.247307,-0.690367,-0.835126,-0.118872,-0.332724,-0.663189,-0.400685,-0.457248,-0.185438,0.123688,-0.629171,-0.408362,0.915279,-0.835126,1.126609,-0.496013,1.529333,-0.669921,1.140022,-0.835126,-0.026534,-0.257902,0.084668,-0.141332,1.041275,0.032669,-0.627858,0.051678,1.237015,0.393498,0.372175,0.47604,-0.595114,-0.037095,-0.545935,-0.624873,-0.520172,0.008604,-0.046171,-0.201927,0.853978,-0.662817,0.366002,3.764496,-0.681941,-0.630634,-0.177906,-0.058623,0.476155,-0.620526,-0.06657,0.375855,0.043933,-0.722121,-0.539505,-0.488737,0.736421,-0.026846,-0.667374,-0.298504,-0.059256,-0.361891,-0.14507,0.150612,-0.835126,-0.423706
