sortid,genelist,drdist,FC,pValues,pAdjusted
8791,DDX42,0.000128287606856854,0.39212204923912,0.531186066499317,0.999999999999955
3424,TMEM223,0.000127753330878374,0.390488988987442,0.532042480352407,0.999999999999955
8770,MAPRE2,0.000127558281619642,0.389892804235771,0.532355753758057,0.999999999999955
1814,RPRD2,0.000127548292488252,0.389862271600805,0.532371806506955,0.999999999999955
3196,CYTH1,0.000126477086714723,0.386588039479993,0.534098347668211,0.999999999999955
7268,HCLS1,0.000126445045606009,0.386490103089121,0.534150146691414,0.999999999999955
4433,SBF2,0.000126288059507663,0.386010261644624,0.534404068696516,0.999999999999955
7741,SRP14,0.000125694636632587,0.384196413841696,0.535365899172484,0.999999999999955
4924,ATP1A1,0.000125242094873392,0.382813181226093,0.536101501521851,0.999999999999955
6585,CD2,0.000124744920761452,0.38129352600468,0.536911774904342,0.999999999999955
5775,NDUFB3,0.00012463651761414,0.380962182507757,0.537088741918604,0.999999999999955
10566,LMAN2,0.000124490839468917,0.380516904789715,0.537326727430794,0.999999999999955
852,ZFR,0.000124143460176224,0.379455110252805,0.537894996443337,0.999999999999955
21,NEAT1,0.000123998995289356,0.379013540962756,0.53813164586322,0.999999999999955
8369,SMG6,0.000123815742643006,0.378453413566386,0.53843210757841,0.999999999999955
8234,SS18L2,0.000123732892023778,0.378200173558342,0.538568050382276,0.999999999999955
11177,DDX46,0.00012362560236934,0.377872233547682,0.538744186439463,0.999999999999955
3425,SMIM27,0.000123523335752789,0.377559646882193,0.538912174298336,0.999999999999955
8904,NDUFA2,0.000123442108553379,0.377311368995757,0.539045670114996,0.999999999999955
8452,TMED10,0.000122690420034899,0.375013768709356,0.540283938391907,0.999999999999955
8110,TMEM39B,0.000122539291072232,0.374551830101315,0.540533525114184,0.999999999999955
5802,FGFR1,0.000122396937688703,0.374116714801925,0.540768812689184,0.999999999999955
11216,GUF1,0.000122170562583377,0.373424779919265,0.541143362351984,0.999999999999955
8934,RRNAD1,0.000121985122354535,0.372857965989795,0.541450538364649,0.999999999999955
5203,MARK2,0.000121897308190192,0.372589554481327,0.541596111666324,0.999999999999955
4749,ATF7,0.0001209950201858,0.369831633977898,0.543096056342217,0.999999999999955
703,FRA10AC1,0.000120333028218791,0.367808198877319,0.544201418170493,0.999999999999955
8383,NDUFB6,0.000119917457345979,0.366537970939927,0.544897444861577,0.999999999999955
8376,RPS25,0.000119614279548974,0.365611282057357,0.545406268432653,0.999999999999955
8571,TNNI2,0.000119239180522706,0.364464759782515,0.546037017599075,0.999999999999955
8864,MPRIP,0.000119126558695372,0.364120521529066,0.546226661495738,0.999999999999955
2115,PCM1,0.0001190418552741,0.363861618273011,0.546369374177098,0.999999999999955
3363,PPP6R2,0.000118976851621159,0.363662929044773,0.546478942645755,0.999999999999955
1058,RPS27A,0.000118735818751613,0.362926191451359,0.546885577976419,0.999999999999955
9029,CFLAR,0.000118593019031,0.362489711884475,0.547126754171615,0.999999999999955
1540,IL13RA1,0.000118472711399958,0.36212198131424,0.547330096799969,0.999999999999955
1334,ARID1A,0.000118056078765386,0.360848508011161,0.548035373142358,0.999999999999955
7583,ADRB2,0.000117197498838022,0.358224184985718,0.549494135533634,0.999999999999955
2478,MIEF1,0.000116953826716354,0.357479380292326,0.549909466608546,0.999999999999955
9569,EXOC1,0.000116246522530645,0.355317444517461,0.55111837858708,0.999999999999955
5231,ARHGEF7,0.000116027689266166,0.354648561916784,0.55149341433584,0.999999999999955
1816,TMEM64,0.000115974525072195,0.354486061008108,0.551584599293906,0.999999999999955
4262,YIF1A,0.000115093919393492,0.351794414388727,0.553099109078885,0.999999999999955
4146,ATP5D,0.000114758871436509,0.350770311634731,0.553677398940252,0.999999999999955
5278,CNOT2,0.000114622323156994,0.350352940132564,0.553913407201708,0.999999999999955
10410,MYC,0.0001142643903927,0.349258888006535,0.55453295566829,0.999999999999955
10685,IRAK3,0.000114139777314907,0.348877997469847,0.554748956650269,0.999999999999955
690,ZFP729B,0.000114075405472643,0.348681239425011,0.554860599390802,0.999999999999955
2380,ACER3,0.000114037533836184,0.34856548152711,0.554926301582356,0.999999999999955
8428,ARRB1,0.000113843894371106,0.347973605930394,0.555262470093649,0.999999999999955
1336,PTAFR,0.000113595641705347,0.347214800411984,0.555694014253862,0.999999999999955
8661,LPCAT2,0.000113480612872737,0.346863204940919,0.555894187324171,0.999999999999955
8869,SBNO2,0.000113235068258408,0.346112676813462,0.556321941400827,0.999999999999955
9430,GBP5,0.000113171203432227,0.345917468506673,0.55643330022554,0.999999999999955
7819,RPL10A,0.000112998829777963,0.34539059368064,0.556734073277209,0.999999999999955
2580,TERF2IP,0.000112980860238992,0.34533566824694,0.556765445906928,0.999999999999955
9175,RAB33B,0.00011238809034076,0.343523816323617,0.557802236270996,0.999999999999955
2251,GNAS,0.000111914113967596,0.342075066976039,0.558633895900859,0.999999999999955
4104,DENND1C,0.000111358254193717,0.34037603400658,0.559612248357585,0.999999999999955
9778,N6AMT1,0.00011127534020105,0.340122600292195,0.559758463257901,0.999999999999955
6202,SEC23A,0.000111219756228569,0.339952703123417,0.559856523840641,0.999999999999955
365,CCNDBP1,0.000111002620921381,0.339289010474513,0.560239906292142,0.999999999999955
3034,BC029722,0.0001109064503005,0.338995056741488,0.560409869332634,0.999999999999955
46,TRAK1,0.000110864314235325,0.338866264252266,0.560484367796628,0.999999999999955
9355,RNF216,0.000110667235335139,0.338263875727791,0.560833064036664,0.999999999999955
490,MRGBP,0.000110547111675741,0.337896707482635,0.56104580546473,0.999999999999955
827,JUP,0.000110423945606746,0.337520239852171,0.561264095688153,0.999999999999955
8540,MTM1,0.000110378209661578,0.337380444021674,0.561345196077702,0.999999999999955
3842,SEC11A,0.000109839433971764,0.335733630017217,0.562302265095968,0.999999999999955
3365,2700062C07RIK,0.000109539992966692,0.334818362958988,0.562835541707189,0.999999999999955
8177,CD274,0.000109288261265455,0.334048923470902,0.563284605773148,0.999999999999955
8061,SPOPL,0.000108493217016196,0.331618802682985,0.56470742959943,0.999999999999955
